organisation_id,country_name,country_code,timezone,created_at,updated_at
17e03c0e-b84e-4617-b421-530c56cde20b,Ghana,GH,Africa/Accra,2026-04-20T11:16:17.412743Z,2026-04-20T11:16:17.412743Z
