office_id,organisation_id,city_name,created_at,updated_at
60d7d2e2-92d6-45d2-9da2-7bcfe4379079,17e03c0e-b84e-4617-b421-530c56cde20b,Kumasi,2026-04-20T11:16:17.412743Z,2026-04-20T11:16:17.412743Z
b3e89ac7-aba3-48b5-bb48-32b8fbde45e7,17e03c0e-b84e-4617-b421-530c56cde20b,Takoradi,2026-04-20T11:16:17.412743Z,2026-04-20T11:16:17.412743Z
5e776e38-0cc7-4a89-8901-be5b7886a8bb,17e03c0e-b84e-4617-b421-530c56cde20b,Accra,2026-04-20T11:16:17.412743Z,2026-04-20T11:16:17.412743Z
