lead_id,employee_id,room_id,assigned_from,assigned_to
cd071b61-9e78-4cdc-a5a6-e50b08f5717d,3ba75c33-813c-429d-aa44-77c5f0db48f1,fecac3ba-1176-4fe7-9639-59ddcfc7f5fd,,
3490eb04-a9b6-4775-92e0-caeac902dd7e,db8d0db4-21bc-4432-9d48-da9aa2ddc591,fecac3ba-1176-4fe7-9639-59ddcfc7f5fd,,
9c923c2b-bd69-4ffd-9c27-c552961bb500,f9bbec42-f4b3-4e4e-bb74-17196ce54107,2f5316da-d08a-428a-85e3-34b921e5b7fc,,
0a423dcf-1de7-4103-9017-4331cdc4eec7,4d3a9246-4ab7-4399-a186-ec9ea1b42098,2f5316da-d08a-428a-85e3-34b921e5b7fc,,
c803f901-032f-41b0-a29d-71a046b18597,2a6afe65-d93f-4885-bd63-3769674f50ef,0b08d785-600e-4987-8969-c422b79bf010,,
546a26e0-409c-451a-b0f3-fba4b4f850fa,64b2eacd-2aee-460a-8aca-5f4a75359a42,0b08d785-600e-4987-8969-c422b79bf010,,
81d36538-ccc4-4594-b1ec-4970e3ddc6b1,0b66a0c8-c30a-4ce0-a773-70fad04e2f69,c210c2a2-b9ab-458f-9385-ef0c52d177b2,,
546b7d56-6557-4185-81ff-814c71dacd2b,00434a38-9193-41d0-90e7-410b0c5bd257,c210c2a2-b9ab-458f-9385-ef0c52d177b2,,
