seat_id,room_id,floor_id,building_id,seat_number,seat_type,status,assigned_user_id,x_position,y_position
97f94d6e-6ebc-4a3f-93f9-2752cf8a7e1c,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 14,assigned,available,,,
e335c45a-c641-488a-acbf-a0232a6beef2,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 15,assigned,available,,,
149261aa-5c25-486e-a7d1-e568afbd9318,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 16,assigned,available,,,
0bbf1a41-5e9b-4209-82a2-67b990085257,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 17,assigned,available,,,
e785e184-9a23-4d7e-a480-8870fb9c6011,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 18,assigned,available,,,
fd1cd2f4-052e-44e6-aa09-4df25f410153,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 19,assigned,available,,,
3fab7f08-48e6-424f-b109-737f9f1ba228,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 20,assigned,available,,,
27908e1c-2847-47ea-a38f-348244648a44,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 21,assigned,available,,,
48c26104-3bd2-4cd4-b869-a6979d304194,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 22,assigned,available,,,
3cfd0bca-2615-4c32-b20f-8a13ec39d189,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 23,assigned,available,,,
0251178c-97c7-441d-b1e6-72a41c4c0d2a,0b2ec218-acd8-4615-b138-63532d5afa1d,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 24,assigned,available,,,
b3b5ef94-6fb5-414c-b1a6-f567da674527,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 1,assigned,available,,,
0ab72f6d-98ce-4be1-84a2-ce7b1a790037,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 2,assigned,available,,,
a5a5638a-c9c9-435b-a419-de59d8ba631a,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 3,assigned,available,,,
5caa1ff3-adec-4651-8f27-1925ff24d26c,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 4,assigned,available,,,
71ec7cbc-3e18-4722-bf0f-c4279bbf21ad,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 5,assigned,available,,,
597fc25e-d5b8-4830-bcac-250399b36301,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 6,assigned,available,,,
0f0403ad-ea83-4f7f-9564-00af5ad05608,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 7,assigned,available,,,
149927e4-69c9-443a-9c3d-30b5a8c57f71,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 8,assigned,available,,,
12f9d371-235c-4dcb-b8ef-c946e2957e9d,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 9,assigned,available,,,
246d7f21-d821-4c35-b9ec-f32d17631eb3,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 10,assigned,available,,,
54387982-b399-4e67-84a6-47853f824e66,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 11,assigned,available,,,
0f075112-41a0-44c1-a0c1-9179483bb60e,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 12,assigned,available,,,
d968355a-3aa2-4fca-9d6e-7f68d4203ed1,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 13,assigned,available,,,
a9918425-f8c7-4328-ba0c-6b45788bcec7,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 14,assigned,available,,,
912ccdac-468b-4a05-8c51-7672f44d4396,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 15,assigned,available,,,
0f63fe4f-61c9-4eaf-b458-8b58bf9f54f2,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 16,assigned,available,,,
b7ab8d5c-3884-49e1-9928-17fd2397587d,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 17,assigned,available,,,
c5fd4550-4254-4685-936b-6dfd17015e0d,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 18,assigned,available,,,
1c5f2d7e-5c6b-40fc-b074-3f87a331d6dc,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 19,assigned,available,,,
1dedfcd3-2f52-4bef-9ad9-9a31cf8b5faa,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 20,assigned,available,,,
d544d206-e4af-47a7-9b4b-383685a33625,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 21,assigned,available,,,
e9f98926-4397-4883-af55-57c41cf10034,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 22,assigned,available,,,
7abd231c-d867-4b78-9491-cd9fce44ed1c,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 23,assigned,available,,,
a6f23ef0-a06b-4977-b3e2-a1cbe8deda57,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 24,assigned,available,,,
d6832128-bcf8-4cad-9d5a-c9b3ae385c60,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 25,assigned,available,,,
e2b156d6-519b-432f-9e84-ee0fb9def8fa,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 26,assigned,available,,,
55cbbb89-3aed-425e-a6f9-12dabcf62adc,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 27,assigned,available,,,
4527ff2e-0fe7-4e73-ad8b-1b21e67c94f1,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 28,assigned,available,,,
e4d44ccc-c935-431d-a1dc-6db270fc7efb,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 29,assigned,available,,,
88cefc27-8ab1-41b3-a25f-834f2efa9916,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 30,assigned,available,,,
1189a359-492f-4710-8c84-2f495df8da06,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 31,assigned,available,,,
3a602b33-4aed-4c05-a8a8-360628ec3fd1,d7fb4f26-46f0-4883-b2c0-e160c02cc6d4,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 32,assigned,available,,,
88fbbcbe-6b50-4f6b-84d2-78df05adc2c4,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 1,assigned,available,,,
2a84c839-aa18-432b-8b13-2a8bf6ae0481,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 2,assigned,available,,,
6cec3ad4-7492-4c6f-8d65-2f734f1d8c5c,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 3,assigned,available,,,
f9af99c6-e8cf-45e4-a4a7-d3aca3ab2e80,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 4,assigned,available,,,
1b8575d8-c9f8-4a1b-82aa-2627724c6cc9,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 5,assigned,available,,,
00c5a514-e16b-4847-b9cc-4cbf15727e58,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 6,assigned,available,,,
58143473-b78a-42ad-a43d-bb998c5b84c3,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 7,assigned,available,,,
5c069fe6-693b-46a1-bc00-a6179a3b291f,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 8,assigned,available,,,
7825bd7a-2880-463e-9e01-75499d198c72,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 9,assigned,available,,,
05f1106f-853c-4442-8de0-2f8c725caa69,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 10,assigned,available,,,
5ca9960b-4cfd-473e-bc2a-1dced445f273,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 11,assigned,available,,,
5c5f1038-9781-4132-9e8a-417d902097e2,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 12,assigned,available,,,
14a514e9-836c-499c-aa24-a8d04115dbc4,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 13,assigned,available,,,
77201e01-c4f9-490c-9c22-c6d70870ab57,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 14,assigned,available,,,
db524711-9c4d-4798-bc9c-82fd5bb154f5,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 15,assigned,available,,,
956d4b12-f2ff-476d-a898-b9b5000e69d9,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 16,assigned,available,,,
e411d3b5-4163-47b7-93d6-1a6d60fe7ee2,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 17,assigned,available,,,
a043c91a-0af0-403c-a4b9-3082adbc6c52,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 18,assigned,available,,,
e9804f3b-e627-495d-ad9b-df34d5fcfc22,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 19,assigned,available,,,
a03ab996-7ac8-4457-84f2-045e65ecaf00,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 20,assigned,available,,,
4dbfed5f-9d2c-470e-bc7a-add2954fba98,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 21,assigned,available,,,
c25926f7-550a-49c0-8f1d-5659e60764f8,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 22,assigned,available,,,
92e3d8e4-1c97-4229-aa28-ae22544bc80c,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 23,assigned,available,,,
9567fdef-af14-429b-9c65-69b65583b180,824ee3dc-e600-4a66-ac1a-ca2bfec6a758,2ee2734e-e001-423f-9ed5-ba9e160666c5,3b5a214f-0462-4a22-9716-95be6ad63a21,Seat 24,assigned,available,,,
fd4cfbec-5b6d-449a-afd6-16c9030d475e,90b93141-f5fa-430a-9fc9-ac65a7ce9331,a6562fc2-b347-4747-99e6-4f1203f089c5,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 1 / Reception,assigned,available,,,
3b22431e-44e6-43fc-809e-2d8e67369dcd,90b93141-f5fa-430a-9fc9-ac65a7ce9331,a6562fc2-b347-4747-99e6-4f1203f089c5,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 2,assigned,available,,,
0b985223-54f6-4acc-87b0-d7f0849c0561,90b93141-f5fa-430a-9fc9-ac65a7ce9331,a6562fc2-b347-4747-99e6-4f1203f089c5,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 3,assigned,available,,,
0a257fd5-d6b8-4df8-98ff-b88d888202f2,90b93141-f5fa-430a-9fc9-ac65a7ce9331,a6562fc2-b347-4747-99e6-4f1203f089c5,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 4,assigned,available,,,
e7d02c11-9803-4892-b9e0-a72c26805289,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 1,assigned,available,,,
ff91c590-5fb8-46f0-9662-77eb6aefc7e8,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 2,assigned,available,,,
08390417-60b2-4ae0-8b21-27e17a91c410,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 3,assigned,available,,,
8eabf65d-5a1b-4f0c-a775-6785267bfabb,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 4,assigned,available,,,
fe02d463-cc19-4ade-8a9d-9a8a214a87c6,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 5,assigned,available,,,
d27b3470-4d7b-4121-bb9f-888548305dac,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 6,assigned,available,,,
291d8e74-4581-4752-9391-6b3ffd15983a,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 7,assigned,available,,,
d24823de-0ed2-4844-9bb6-72e163a44788,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 8,assigned,available,,,
8892f5b8-0484-4153-b1bb-4d3873ea3133,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 9,assigned,available,,,
74809edb-b595-4628-a4f8-04c50bb1bad0,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 10,assigned,available,,,
94efc09b-017f-4742-942d-27a95420a5b5,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 11,assigned,available,,,
8bf5fa91-47f3-4af2-b9c6-6d6c3935665d,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 12,assigned,available,,,
a2b60e13-1050-4dc9-a77d-760e4bfb421f,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 13,assigned,available,,,
f51ec9db-5f53-4d86-9813-587e222e5245,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 14,assigned,available,,,
ae4aca92-c102-4f6d-a9e5-fc08072f46ab,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 15,assigned,available,,,
eb504725-c9d5-46ad-bc86-0a1f91c8e22c,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 16,assigned,available,,,
b434a4d6-9f85-4eae-8e06-c5050b7fc3ab,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 17,assigned,available,,,
16739a18-d2b8-460b-b9e2-73f7c8944521,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 18,assigned,available,,,
6c2c594f-81c2-45b9-b3c2-1752488e656f,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 19,assigned,available,,,
e2ef0cba-b2f4-422d-a10a-40ddb8937479,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 20,assigned,available,,,
b117e30a-a4d4-4f73-9372-e77805267513,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 21,assigned,available,,,
5d844d8a-34a7-4c01-be75-4612a289778c,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 26,assigned,available,,,
aeb7b356-8761-4161-8cbe-b81df9a831d5,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 23,assigned,available,,,
1ba03f9f-8176-43c9-a879-b62eae173687,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 24,assigned,available,,,
bf6e7fb5-6db1-4641-a948-62f7734e9bf8,313e6f75-2a94-4b4c-bd8b-b27e5795e6e4,bce1bded-2822-476e-96c7-6189a4a85fc3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 25,assigned,available,,,
40c69079-69da-4874-b17c-344c46e0b938,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 1,assigned,available,,,
5d675167-71a6-4e52-bf8e-7c8410fb6434,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 2,assigned,available,,,
afb7f7f7-915c-4f8b-a38c-42023afb2569,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 3,assigned,available,,,
ae3c1ea8-2745-4289-ae4b-b1d929a68702,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 4,assigned,available,,,
960f59db-238b-478d-9429-ff8ee282e1ca,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 5,assigned,available,,,
7127809a-ee7c-4251-9c88-5ec472483f79,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 6,assigned,available,,,
8cf4125a-602c-495d-aa7b-a157de98d4de,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 7,assigned,available,,,
1e0de49c-a030-4801-84ca-a817116a7527,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 8,assigned,available,,,
208b1e69-eddc-473a-8ea7-798dac637c7e,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 9,assigned,available,,,
28a613fc-92da-4ed5-8613-a778cab4d647,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 10,assigned,available,,,
e9521a94-6f6f-4118-b5b0-7b4283db0d83,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 11,assigned,available,,,
53ae842e-833d-41d2-9d35-f7656a4a366f,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 12,assigned,available,,,
fc0b5937-6760-45f2-ad81-34150ea890dd,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 13,assigned,available,,,
f3cafe91-15bf-4599-b234-f45e9f7a8dd8,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 14,assigned,available,,,
f44c44e4-16e0-422f-bd9a-0f7dfc0af9db,1f75c4bf-c43f-4dcf-bc1f-77de14e566b8,aaaa8419-4d70-4245-ba39-5c01854272d3,63faf2b5-5ab7-42d5-8636-ee75a1103d34,Seat 15,assigned,available,,,
