city_id,country_id,city_name
1789fd5f-bdee-4bc6-813f-03a71f4f233b,677617af-d596-4300-a2dc-7655b38d38ab,Kumasi
3a695f33-bd04-4f2e-b47b-ea4eea213a12,677617af-d596-4300-a2dc-7655b38d38ab,Takoradi
d99128e0-22f6-4b3c-904e-9a21529c5379,677617af-d596-4300-a2dc-7655b38d38ab,Accra
